person_id,video_id,segment_type,end_frame_id,end_timestamp_sec,label
6,face6,safe,556,18.682795698924732,0
15,face15,safe,759,25.504032258064516,0
7,face7,safe,256,8.602150537634408,0
9,face9,safe,499,16.767473118279568,0
6,face6,safe,888,29.838709677419352,0
5,face5,drowsy,234,7.862903225806451,1
9,face9,drowsy,1504,50.537634408602145,1
15,face15,safe,439,14.751344086021504,0
9,face9,safe,814,27.352150537634408,0
3,face3,drowsy,804,27.016129032258064,1
15,face15,safe,904,30.376344086021504,0
13,face13,safe,74,2.486559139784946,0
3,face3,safe,846,28.427419354838708,0
13,face13,drowsy,564,18.951612903225804,1
4,face4,safe,830,27.889784946236556,0
2,face2,safe,444,14.919354838709676,0
9,face9,safe,154,5.174731182795699,0
13,face13,drowsy,734,24.663978494623656,1
9,face9,safe,594,19.959677419354836,0
6,face6,drowsy,1959,65.82661290322581,1
7,face7,safe,181,6.081989247311828,0
5,face5,drowsy,1994,67.00268817204301,1
3,face3,drowsy,924,31.048387096774192,1
6,face6,drowsy,984,33.064516129032256,1
13,face13,safe,399,13.407258064516128,0
7,face7,drowsy,1819,61.122311827956985,1
7,face7,safe,361,12.13037634408602,0
7,face7,drowsy,3104,104.3010752688172,1
4,face4,safe,365,12.264784946236558,0
7,face7,safe,711,23.891129032258064,0
7,face7,safe,421,14.146505376344086,0
3,face3,safe,446,14.986559139784946,0
4,face4,safe,125,4.200268817204301,0
9,face9,drowsy,2944,98.9247311827957,1
15,face15,drowsy,2599,87.33198924731182,1
5,face5,drowsy,4224,141.93548387096774,1
2,face2,drowsy,2284,76.74731182795699,1
6,face6,drowsy,2789,93.71639784946235,1
13,face13,safe,289,9.711021505376344,0
2,face2,safe,544,18.279569892473116,0
3,face3,drowsy,4494,151.00806451612902,1
4,face4,drowsy,2374,79.77150537634408,1
2,face2,safe,304,10.21505376344086,0
15,face15,safe,839,28.192204301075268,0
2,face2,drowsy,3664,123.11827956989248,1
15,face15,safe,1174,39.44892473118279,0
9,face9,drowsy,1409,47.34543010752688,1
7,face7,safe,611,20.530913978494624,0
13,face13,safe,1174,39.44892473118279,0
3,face3,drowsy,1434,48.18548387096774,1
5,face5,drowsy,4034,135.5510752688172,1
15,face15,drowsy,2614,87.83602150537634,1
7,face7,drowsy,3699,124.29435483870968,1
7,face7,drowsy,389,13.071236559139784,1
6,face6,drowsy,3179,106.82123655913978,1
3,face3,safe,391,13.138440860215052,0
4,face4,safe,290,9.744623655913978,0
2,face2,drowsy,3024,101.61290322580643,1
6,face6,drowsy,2459,82.62768817204301,1
5,face5,drowsy,319,10.719086021505376,1
9,face9,drowsy,3959,133.03091397849462,1
2,face2,drowsy,2369,79.6034946236559,1
15,face15,drowsy,1799,60.4502688172043,1
6,face6,safe,1093,36.72715053763441,0
6,face6,safe,613,20.598118279569892,0
13,face13,drowsy,3379,113.54166666666666,1
9,face9,safe,714,23.991935483870968,0
9,face9,safe,209,7.022849462365591,0
6,face6,safe,1233,41.431451612903224,0
4,face4,safe,585,19.657258064516128,0
3,face3,drowsy,3574,120.09408602150538,1
3,face3,drowsy,3874,130.17473118279568,1
6,face6,safe,1133,38.071236559139784,0
9,face9,safe,559,18.783602150537632,0
7,face7,drowsy,4526,152.08333333333331,1
9,face9,drowsy,3579,120.26209677419354,1
6,face6,drowsy,3964,133.1989247311828,1
13,face13,drowsy,3659,122.95026881720428,1
15,face15,safe,119,3.9986559139784945,0
15,face15,drowsy,3124,104.97311827956987,1
4,face4,drowsy,2644,88.84408602150538,1
13,face13,drowsy,1349,45.329301075268816,1
15,face15,safe,824,27.688172043010752,0
7,face7,drowsy,2064,69.35483870967741,1
3,face3,safe,726,24.39516129032258,0
4,face4,drowsy,3039,102.11693548387096,1
6,face6,safe,1228,41.26344086021505,0
3,face3,drowsy,164,5.510752688172043,1
5,face5,safe,234,7.862903225806451,0
7,face7,drowsy,2439,81.95564516129032,1
7,face7,drowsy,79,2.654569892473118,1
5,face5,safe,274,9.206989247311828,0
2,face2,drowsy,4399,147.81586021505376,1
9,face9,safe,464,15.591397849462364,0
3,face3,safe,656,22.043010752688172,0
15,face15,safe,959,32.22446236559139,0
15,face15,drowsy,2204,74.05913978494624,1
15,face15,safe,619,20.799731182795696,0
5,face5,safe,504,16.93548387096774,0
4,face4,drowsy,4284,143.9516129032258,1
6,face6,safe,546,18.346774193548388,0
15,face15,safe,1279,42.97715053763441,0
3,face3,safe,651,21.875,0
15,face15,safe,939,31.552419354838708,0
2,face2,drowsy,2994,100.6048387096774,1
5,face5,drowsy,3004,100.94086021505376,1
4,face4,safe,145,4.872311827956989,0
13,face13,drowsy,2909,97.7486559139785,1
15,face15,safe,1304,43.817204301075265,0
5,face5,drowsy,1039,34.91263440860215,1
4,face4,safe,515,17.30510752688172,0
7,face7,safe,316,10.618279569892472,0
4,face4,safe,95,3.1922043010752685,0
9,face9,drowsy,939,31.552419354838708,1
9,face9,drowsy,1809,60.78629032258064,1
6,face6,drowsy,3089,103.79704301075267,1
9,face9,drowsy,2779,93.38037634408602,1
6,face6,safe,1048,35.21505376344086,0
7,face7,drowsy,1294,43.48118279569892,1
9,face9,drowsy,2009,67.50672043010752,1
6,face6,drowsy,2064,69.35483870967741,1
3,face3,safe,531,17.84274193548387,0
9,face9,safe,314,10.551075268817204,0
7,face7,drowsy,2524,84.81182795698925,1
2,face2,safe,234,7.862903225806451,0
15,face15,safe,774,26.008064516129032,0
7,face7,drowsy,1429,48.01747311827957,1
13,face13,drowsy,484,16.263440860215052,1
9,face9,drowsy,2634,88.50806451612902,1
13,face13,safe,324,10.887096774193548,0
4,face4,safe,715,24.0255376344086,0
7,face7,drowsy,899,30.208333333333332,1
13,face13,drowsy,3549,119.25403225806453,1
4,face4,drowsy,2494,83.80376344086021,1
13,face13,safe,379,12.73521505376344,0
5,face5,drowsy,4459,149.8319892473118,1
4,face4,safe,710,23.85752688172043,0
4,face4,safe,390,13.104838709677418,0
5,face5,drowsy,1749,58.77016129032258,1
5,face5,safe,254,8.53494623655914,0
6,face6,safe,1118,37.567204301075265,0
2,face2,safe,534,17.943548387096772,0
13,face13,safe,384,12.903225806451612,0
5,face5,drowsy,3809,127.99059139784946,1
9,face9,safe,884,29.704301075268816,0
15,face15,safe,679,22.815860215053764,0
7,face7,safe,271,9.106182795698924,0
7,face7,safe,521,17.506720430107524,0
2,face2,drowsy,1714,57.594086021505376,1
9,face9,safe,869,29.2002688172043,0
4,face4,safe,415,13.944892473118278,0
6,face6,safe,1328,44.62365591397849,0
9,face9,safe,504,16.93548387096774,0
6,face6,safe,176,5.913978494623656,0
4,face4,drowsy,409,13.743279569892472,1
2,face2,safe,819,27.52016129032258,0
3,face3,drowsy,2744,92.20430107526882,1
5,face5,drowsy,2219,74.56317204301075,1
2,face2,drowsy,1639,55.07392473118279,1
15,face15,drowsy,354,11.89516129032258,1
9,face9,drowsy,2949,99.09274193548389,1
13,face13,drowsy,2624,88.17204301075269,1
2,face2,drowsy,1969,66.16263440860214,1
3,face3,safe,206,6.922043010752688,0
9,face9,drowsy,3739,125.63844086021504,1
3,face3,drowsy,3334,112.0295698924731,1
4,face4,drowsy,1894,63.64247311827957,1
9,face9,drowsy,974,32.72849462365591,1
6,face6,safe,708,23.79032258064516,0
15,face15,safe,184,6.182795698924731,0
7,face7,safe,141,4.737903225806451,0
6,face6,safe,74,2.486559139784946,0
13,face13,safe,1114,37.43279569892473,0
15,face15,safe,974,32.72849462365591,0
6,face6,safe,506,17.00268817204301,0
2,face2,safe,564,18.951612903225804,0
5,face5,safe,634,21.303763440860212,0
7,face7,drowsy,3559,119.59005376344084,1
3,face3,drowsy,2829,95.06048387096774,1
6,face6,safe,201,6.754032258064516,0
15,face15,safe,454,15.25537634408602,0
5,face5,drowsy,3209,107.82930107526882,1
15,face15,drowsy,3174,106.6532258064516,1
3,face3,drowsy,1709,57.4260752688172,1
9,face9,safe,739,24.831989247311828,0
13,face13,safe,684,22.983870967741936,0
5,face5,drowsy,609,20.463709677419352,1
9,face9,drowsy,339,11.391129032258064,1
13,face13,safe,244,8.198924731182796,0
5,face5,safe,319,10.719086021505376,0
7,face7,safe,166,5.577956989247311,0
15,face15,safe,499,16.767473118279568,0
13,face13,safe,549,18.44758064516129,0
6,face6,drowsy,2864,96.23655913978494,1
15,face15,drowsy,319,10.719086021505376,1
3,face3,drowsy,3454,116.06182795698923,1
6,face6,safe,843,28.326612903225804,0
13,face13,safe,609,20.463709677419352,0
6,face6,safe,416,13.978494623655914,0
3,face3,safe,236,7.93010752688172,0
2,face2,drowsy,2384,80.10752688172043,1
4,face4,safe,440,14.784946236559138,0
2,face2,drowsy,899,30.208333333333332,1
6,face6,drowsy,1499,50.369623655913976,1
4,face4,safe,285,9.576612903225806,0
15,face15,safe,339,11.391129032258064,0
5,face5,safe,89,2.990591397849462,0
13,face13,drowsy,2814,94.55645161290322,1
2,face2,safe,729,24.495967741935484,0
2,face2,safe,689,23.151881720430108,0
7,face7,drowsy,2509,84.30779569892472,1
4,face4,safe,340,11.424731182795698,0
3,face3,safe,231,7.762096774193548,0
13,face13,safe,739,24.831989247311828,0
2,face2,safe,979,32.89650537634409,0
6,face6,safe,256,8.602150537634408,0
13,face13,safe,619,20.799731182795696,0
4,face4,safe,595,19.993279569892472,0
4,face4,safe,295,9.91263440860215,0
3,face3,drowsy,2249,75.57123655913978,1
5,face5,drowsy,1809,60.78629032258064,1
9,face9,drowsy,2389,80.2755376344086,1
5,face5,drowsy,694,23.31989247311828,1
3,face3,safe,101,3.393817204301075,0
5,face5,safe,109,3.6626344086021505,0
4,face4,safe,100,3.3602150537634405,0
4,face4,safe,890,29.90591397849462,0
15,face15,safe,294,9.879032258064516,0
9,face9,safe,864,29.032258064516128,0
6,face6,drowsy,1979,66.4986559139785,1
3,face3,drowsy,3254,109.34139784946235,1
13,face13,safe,109,3.6626344086021505,0
9,face9,drowsy,3534,118.75,1
3,face3,safe,636,21.370967741935484,0
9,face9,safe,99,3.3266129032258065,0
3,face3,drowsy,409,13.743279569892472,1
6,face6,safe,1098,36.89516129032258,0
3,face3,safe,411,13.810483870967742,0
6,face6,drowsy,239,8.030913978494624,1
7,face7,drowsy,2019,67.84274193548387,1
15,face15,safe,489,16.431451612903224,0
13,face13,safe,474,15.927419354838708,0
15,face15,drowsy,2484,83.46774193548387,1
7,face7,drowsy,1339,44.99327956989247,1
6,face6,safe,1318,44.287634408602145,0
13,face13,safe,634,21.303763440860212,0
3,face3,safe,161,5.409946236559139,0
6,face6,safe,693,23.286290322580644,0
2,face2,drowsy,2704,90.86021505376344,1
13,face13,safe,1029,34.57661290322581,0
13,face13,safe,514,17.271505376344084,0
5,face5,drowsy,509,17.103494623655912,1
9,face9,drowsy,2459,82.62768817204301,1
5,face5,drowsy,3779,126.98252688172042,1
6,face6,safe,281,9.442204301075268,0
7,face7,safe,306,10.282258064516128,0
2,face2,safe,624,20.96774193548387,0
5,face5,safe,119,3.9986559139784945,0
3,face3,drowsy,3999,134.375,1
6,face6,drowsy,2389,80.2755376344086,1
9,face9,drowsy,1384,46.50537634408602,1
2,face2,drowsy,489,16.431451612903224,1
4,face4,drowsy,2559,85.98790322580645,1
4,face4,drowsy,3709,124.63037634408602,1
13,face13,drowsy,744,25.0,1
5,face5,drowsy,114,3.8306451612903225,1
5,face5,safe,94,3.158602150537634,0
13,face13,safe,674,22.647849462365592,0
2,face2,safe,324,10.887096774193548,0
6,face6,drowsy,2204,74.05913978494624,1
13,face13,drowsy,3134,105.30913978494624,1
4,face4,drowsy,339,11.391129032258064,1
5,face5,safe,199,6.686827956989247,0
3,face3,safe,84,2.82258064516129,0
5,face5,safe,569,19.119623655913976,0
4,face4,drowsy,1749,58.77016129032258,1
5,face5,safe,509,17.103494623655912,0
2,face2,drowsy,1719,57.762096774193544,1
7,face7,drowsy,3434,115.38978494623656,1
3,face3,safe,216,7.258064516129032,0
2,face2,drowsy,2854,95.9005376344086,1
15,face15,safe,1364,45.83333333333333,0
7,face7,drowsy,4331,145.53091397849462,1
15,face15,safe,1359,45.66532258064516,0
2,face2,safe,829,27.856182795698924,0
6,face6,drowsy,1404,47.177419354838705,1
9,face9,drowsy,1644,55.24193548387097,1
13,face13,safe,354,11.89516129032258,0
7,face7,drowsy,4641,155.94758064516128,1
5,face5,drowsy,4059,136.39112903225805,1
15,face15,safe,1204,40.456989247311824,0
3,face3,drowsy,1524,51.20967741935483,1
6,face6,safe,59,1.98252688172043,0
15,face15,safe,404,13.5752688172043,0
2,face2,safe,929,31.216397849462364,0
15,face15,safe,1269,42.641129032258064,0
13,face13,safe,834,28.024193548387096,0
7,face7,safe,626,21.03494623655914,0
5,face5,safe,639,21.471774193548384,0
13,face13,safe,929,31.216397849462364,0
7,face7,safe,536,18.01075268817204,0
13,face13,safe,434,14.583333333333332,0
13,face13,safe,1264,42.47311827956989,0
6,face6,drowsy,1374,46.16935483870967,1
15,face15,drowsy,1194,40.12096774193548,1
3,face3,drowsy,2274,76.41129032258064,1
3,face3,safe,866,29.099462365591396,0
2,face2,drowsy,1019,34.240591397849464,1
15,face15,drowsy,2914,97.91666666666666,1
2,face2,drowsy,304,10.21505376344086,1
9,face9,drowsy,1009,33.90456989247312,1
2,face2,drowsy,409,13.743279569892472,1
7,face7,drowsy,134,4.50268817204301,1
9,face9,drowsy,464,15.591397849462364,1
5,face5,drowsy,2164,72.71505376344085,1
15,face15,drowsy,1369,46.001344086021504,1
7,face7,drowsy,2954,99.26075268817203,1
3,face3,drowsy,3299,110.8534946236559,1
9,face9,safe,819,27.52016129032258,0
2,face2,safe,809,27.184139784946236,0
15,face15,safe,1144,38.44086021505376,0
13,face13,safe,269,9.038978494623656,0
15,face15,safe,1354,45.497311827956985,0
7,face7,drowsy,3614,121.43817204301077,1
13,face13,drowsy,3209,107.82930107526882,1
13,face13,drowsy,3279,110.18145161290322,1
9,face9,drowsy,3139,105.4771505376344,1
9,face9,drowsy,3944,132.5268817204301,1
15,face15,safe,799,26.848118279569892,0
7,face7,drowsy,3089,103.79704301075267,1
15,face15,safe,1074,36.08870967741935,0
9,face9,safe,544,18.279569892473116,0
15,face15,safe,519,17.439516129032256,0
5,face5,drowsy,4064,136.55913978494624,1
2,face2,safe,409,13.743279569892472,0
7,face7,drowsy,4496,151.0752688172043,1
7,face7,drowsy,3959,133.03091397849462,1
4,face4,drowsy,2449,82.29166666666666,1
6,face6,drowsy,3154,105.98118279569891,1
2,face2,safe,79,2.654569892473118,0
5,face5,safe,684,22.983870967741936,0
6,face6,safe,1258,42.27150537634408,0
5,face5,drowsy,4494,151.00806451612902,1
9,face9,safe,674,22.647849462365592,0
13,face13,drowsy,2979,100.1008064516129,1
3,face3,safe,721,24.227150537634408,0
9,face9,drowsy,1324,44.48924731182795,1
3,face3,safe,646,21.706989247311828,0
3,face3,drowsy,3319,111.5255376344086,1
7,face7,safe,266,8.938172043010752,0
4,face4,safe,325,10.920698924731182,0
3,face3,drowsy,1159,38.94489247311828,1
15,face15,safe,1404,47.177419354838705,0
3,face3,safe,126,4.233870967741935,0
2,face2,drowsy,4089,137.3991935483871,1
6,face6,drowsy,3049,102.45295698924733,1
15,face15,drowsy,1784,59.946236559139784,1
2,face2,safe,649,21.80779569892473,0
13,face13,drowsy,354,11.89516129032258,1
5,face5,drowsy,1174,39.44892473118279,1
4,face4,drowsy,4169,140.08736559139786,1
2,face2,drowsy,1999,67.17069892473118,1
4,face4,drowsy,1954,65.65860215053763,1
9,face9,drowsy,3589,120.59811827956987,1
15,face15,drowsy,2829,95.06048387096774,1
9,face9,drowsy,4254,142.94354838709677,1
15,face15,drowsy,419,14.079301075268816,1
2,face2,safe,924,31.048387096774192,0
15,face15,drowsy,1694,56.92204301075269,1
2,face2,drowsy,2049,68.8508064516129,1
2,face2,drowsy,374,12.567204301075268,1
13,face13,drowsy,1104,37.096774193548384,1
9,face9,drowsy,3869,130.00672043010752,1
6,face6,drowsy,374,12.567204301075268,1
5,face5,safe,129,4.334677419354838,0
7,face7,safe,556,18.682795698924732,0
15,face15,safe,74,2.486559139784946,0
9,face9,drowsy,2759,92.70833333333331,1
6,face6,drowsy,2049,68.8508064516129,1
7,face7,safe,401,13.474462365591398,0
3,face3,safe,621,20.866935483870968,0
2,face2,safe,384,12.903225806451612,0
15,face15,drowsy,499,16.767473118279568,1
6,face6,drowsy,3399,114.21370967741936,1
13,face13,safe,1044,35.08064516129032,0
9,face9,safe,419,14.079301075268816,0
9,face9,drowsy,1589,53.39381720430107,1
4,face4,drowsy,2014,67.6747311827957,1
6,face6,safe,286,9.61021505376344,0
2,face2,safe,949,31.888440860215052,0
6,face6,drowsy,1284,43.14516129032258,1
2,face2,drowsy,1769,59.442204301075265,1
13,face13,safe,704,23.655913978494624,0
4,face4,drowsy,1229,41.29704301075269,1
15,face15,safe,369,12.399193548387096,0
3,face3,drowsy,3014,101.2768817204301,1
9,face9,drowsy,2889,97.0766129032258,1
6,face6,drowsy,1149,38.608870967741936,1
7,face7,safe,76,2.553763440860215,0
5,face5,drowsy,4439,149.15994623655914,1
5,face5,safe,424,14.247311827956988,0
5,face5,safe,134,4.50268817204301,0
4,face4,drowsy,1429,48.01747311827957,1
2,face2,drowsy,1309,43.98521505376344,1
13,face13,safe,764,25.672043010752688,0
9,face9,drowsy,4084,137.2311827956989,1
15,face15,safe,1244,41.8010752688172,0
13,face13,drowsy,3924,131.8548387096774,1
13,face13,safe,824,27.688172043010752,0
5,face5,drowsy,3084,103.62903225806453,1
9,face9,safe,189,6.350806451612903,0
13,face13,drowsy,589,19.791666666666664,1
15,face15,drowsy,199,6.686827956989247,1
9,face9,drowsy,3374,113.37365591397848,1
13,face13,drowsy,1739,58.43413978494623,1
4,face4,drowsy,2019,67.84274193548387,1
13,face13,safe,294,9.879032258064516,0
3,face3,drowsy,524,17.60752688172043,1
9,face9,safe,439,14.751344086021504,0
3,face3,safe,176,5.913978494623656,0
6,face6,drowsy,1434,48.18548387096774,1
9,face9,safe,434,14.583333333333332,0
2,face2,safe,294,9.879032258064516,0
13,face13,safe,1059,35.58467741935484,0
2,face2,safe,254,8.53494623655914,0
3,face3,drowsy,2854,95.9005376344086,1
15,face15,safe,1254,42.137096774193544,0
5,face5,safe,664,22.311827956989244,0
5,face5,drowsy,4404,147.98387096774192,1
6,face6,safe,511,17.17069892473118,0
9,face9,drowsy,1814,60.954301075268816,1
9,face9,drowsy,894,30.04032258064516,1
6,face6,safe,266,8.938172043010752,0
13,face13,safe,219,7.358870967741935,0
9,face9,safe,584,19.623655913978492,0
4,face4,safe,470,15.793010752688172,0
15,face15,safe,124,4.166666666666666,0
6,face6,safe,1238,41.59946236559139,0
4,face4,drowsy,2159,72.54704301075269,1
2,face2,drowsy,2629,88.34005376344085,1
6,face6,safe,623,20.934139784946236,0
9,face9,safe,529,17.7755376344086,0
2,face2,safe,189,6.350806451612903,0
9,face9,drowsy,349,11.727150537634408,1
3,face3,drowsy,4214,141.5994623655914,1
9,face9,safe,279,9.375,0
6,face6,safe,793,26.646505376344084,0
4,face4,drowsy,279,9.375,1
2,face2,drowsy,2169,72.88306451612902,1
2,face2,drowsy,3469,116.56586021505376,1
15,face15,safe,874,29.368279569892472,0
4,face4,safe,685,23.017473118279568,0
6,face6,safe,531,17.84274193548387,0
3,face3,drowsy,869,29.2002688172043,1
7,face7,drowsy,3114,104.63709677419354,1
2,face2,drowsy,2969,99.76478494623656,1
4,face4,safe,720,24.193548387096772,0
3,face3,drowsy,729,24.495967741935484,1
7,face7,safe,161,5.409946236559139,0
13,face13,drowsy,2769,93.04435483870968,1
15,face15,safe,1334,44.8252688172043,0
4,face4,drowsy,1109,37.26478494623656,1
6,face6,drowsy,3199,107.49327956989248,1
6,face6,drowsy,1554,52.217741935483865,1
2,face2,safe,769,25.84005376344086,0
3,face3,safe,591,19.858870967741936,0
7,face7,drowsy,824,27.688172043010752,1
6,face6,safe,1068,35.887096774193544,0
15,face15,safe,359,12.063172043010752,0
2,face2,drowsy,1099,36.928763440860216,1
6,face6,safe,1088,36.55913978494623,0
3,face3,drowsy,3019,101.44489247311829,1
13,face13,drowsy,249,8.366935483870968,1
7,face7,safe,351,11.794354838709676,0
3,face3,safe,786,26.411290322580644,0
9,face9,safe,839,28.192204301075268,0
15,face15,safe,159,5.342741935483871,0
7,face7,safe,486,16.33064516129032,0
2,face2,drowsy,469,15.759408602150536,1
2,face2,safe,129,4.334677419354838,0
2,face2,safe,869,29.2002688172043,0
9,face9,drowsy,2819,94.7244623655914,1
13,face13,safe,1054,35.416666666666664,0
4,face4,safe,735,24.69758064516129,0
5,face5,safe,309,10.383064516129032,0
3,face3,safe,436,14.650537634408602,0
15,face15,safe,309,10.383064516129032,0
15,face15,safe,319,10.719086021505376,0
6,face6,drowsy,924,31.048387096774192,1
3,face3,drowsy,4149,139.41532258064515,1
5,face5,drowsy,119,3.9986559139784945,1
4,face4,drowsy,3574,120.09408602150538,1
13,face13,drowsy,889,29.872311827956988,1
13,face13,safe,389,13.071236559139784,0
13,face13,drowsy,2244,75.40322580645162,1
3,face3,drowsy,3269,109.84543010752688,1
9,face9,safe,454,15.25537634408602,0
15,face15,safe,994,33.4005376344086,0
5,face5,drowsy,3274,110.01344086021504,1
4,face4,drowsy,4064,136.55913978494624,1
4,face4,drowsy,3814,128.15860215053763,1
3,face3,safe,461,15.490591397849462,0
6,face6,safe,1148,38.5752688172043,0
6,face6,safe,151,5.073924731182795,0
6,face6,safe,426,14.314516129032258,0
4,face4,drowsy,2109,70.86693548387096,1
9,face9,drowsy,244,8.198924731182796,1
7,face7,drowsy,4071,136.7943548387097,1
3,face3,drowsy,1319,44.321236559139784,1
3,face3,drowsy,3494,117.40591397849462,1
4,face4,safe,850,28.561827956989244,0
6,face6,drowsy,604,20.29569892473118,1
6,face6,drowsy,489,16.431451612903224,1
4,face4,drowsy,3279,110.18145161290322,1
5,face5,drowsy,1084,36.424731182795696,1
2,face2,safe,679,22.815860215053764,0
15,face15,safe,414,13.911290322580644,0
13,face13,safe,869,29.2002688172043,0
2,face2,drowsy,3344,112.36559139784946,1
4,face4,safe,620,20.833333333333332,0
4,face4,drowsy,1079,36.25672043010753,1
13,face13,safe,264,8.870967741935484,0
13,face13,drowsy,719,24.15994623655914,1
6,face6,safe,141,4.737903225806451,0
7,face7,safe,416,13.978494623655914,0
4,face4,safe,695,23.353494623655912,0
7,face7,drowsy,839,28.192204301075268,1
3,face3,safe,136,4.569892473118279,0
13,face13,drowsy,1219,40.961021505376344,1
3,face3,drowsy,1119,37.600806451612904,1
15,face15,safe,899,30.208333333333332,0
13,face13,drowsy,2239,75.23521505376344,1
6,face6,safe,928,31.18279569892473,0
6,face6,safe,466,15.658602150537634,0
15,face15,safe,1024,34.40860215053763,0
13,face13,safe,284,9.543010752688172,0
13,face13,drowsy,674,22.647849462365592,1
9,face9,drowsy,2374,79.77150537634408,1
6,face6,safe,1333,44.791666666666664,0
15,face15,drowsy,3864,129.83870967741936,1
6,face6,safe,853,28.66263440860215,0
7,face7,drowsy,174,5.846774193548387,1
4,face4,drowsy,359,12.063172043010752,1
9,face9,safe,574,19.28763440860215,0
13,face13,drowsy,3094,103.96505376344084,1
2,face2,drowsy,3354,112.7016129032258,1
13,face13,drowsy,2864,96.23655913978494,1
3,face3,drowsy,1669,56.081989247311824,1
4,face4,drowsy,3424,115.0537634408602,1
4,face4,drowsy,754,25.336021505376344,1
2,face2,drowsy,3659,122.95026881720428,1
6,face6,safe,1288,43.27956989247311,0
2,face2,drowsy,3249,109.1733870967742,1
7,face7,safe,261,8.77016129032258,0
9,face9,safe,149,5.006720430107527,0
3,face3,drowsy,2019,67.84274193548387,1
9,face9,drowsy,2789,93.71639784946235,1
13,face13,drowsy,3699,124.29435483870968,1
2,face2,drowsy,3494,117.40591397849462,1
3,face3,safe,476,15.994623655913978,0
6,face6,safe,341,11.458333333333332,0
5,face5,safe,339,11.391129032258064,0
5,face5,safe,399,13.407258064516128,0
6,face6,safe,1038,34.87903225806451,0
9,face9,safe,489,16.431451612903224,0
9,face9,safe,784,26.344086021505376,0
2,face2,safe,854,28.696236559139784,0
15,face15,drowsy,469,15.759408602150536,1
4,face4,safe,135,4.536290322580645,0
7,face7,drowsy,729,24.495967741935484,1
4,face4,safe,420,14.11290322580645,0
15,face15,drowsy,544,18.279569892473116,1
9,face9,drowsy,2334,78.4274193548387,1
5,face5,drowsy,704,23.655913978494624,1
6,face6,drowsy,879,29.536290322580644,1
9,face9,safe,564,18.951612903225804,0
2,face2,drowsy,174,5.846774193548387,1
2,face2,safe,529,17.7755376344086,0
